SO11.txt.pos	0	0	28/09/1993
SO11.txt.pos	0	1	Cassa
SO11.txt.pos	0	2	Bologna
SO11.txt.pos	0	3	cresce
SO11.txt.pos	0	4	nel
SO11.txt.pos	0	5	Rolo
SO11.txt.pos	0	6	-
SO11.txt.pos	0	7	Rilevato
SO11.txt.pos	0	8	ai
SO11.txt.pos	0	9	blocchi
SO11.txt.pos	0	10	un
SO11.txt.pos	0	11	altro
SO11.txt.pos	0	12	1,00%
SO11.txt.pos	0	13	.
SO11.txt.pos	1	14	MILANO
SO11.txt.pos	1	15	-
SO11.txt.pos	1	16	La
SO11.txt.pos	1	17	Cassa
SO11.txt.pos	1	18	di
SO11.txt.pos	1	19	risparmio
SO11.txt.pos	1	20	di
SO11.txt.pos	1	21	Bologna
SO11.txt.pos	1	22	(
SO11.txt.pos	1	23	Carisbo
SO11.txt.pos	1	24	)
SO11.txt.pos	1	25	ha
SO11.txt.pos	1	26	ancora
SO11.txt.pos	1	27	incrementato
SO11.txt.pos	1	28	la
SO11.txt.pos	1	29	propria
SO11.txt.pos	1	30	partecipazione
SO11.txt.pos	1	31	nel
SO11.txt.pos	1	32	Credito
SO11.txt.pos	1	33	romagnolo
SO11.txt.pos	1	34	,
SO11.txt.pos	1	35	nell'
SO11.txt.pos	1	36	ambito
SO11.txt.pos	1	37	dell'
SO11.txt.pos	1	38	alleanza
SO11.txt.pos	1	39	strategica
SO11.txt.pos	1	40	con
SO11.txt.pos	1	41	scambio
SO11.txt.pos	1	42	azionario
SO11.txt.pos	1	43	annunciata
SO11.txt.pos	1	44	lo
SO11.txt.pos	1	45	scorso
SO11.txt.pos	1	46	giugno
SO11.txt.pos	1	47	.
SO11.txt.pos	2	48	E
SO11.txt.pos	2	49	anche
SO11.txt.pos	2	50	il
SO11.txt.pos	2	51	Rolo
SO11.txt.pos	2	52	,
SO11.txt.pos	2	53	accelerando
SO11.txt.pos	2	54	i
SO11.txt.pos	2	55	tempi
SO11.txt.pos	2	56	di
SO11.txt.pos	2	57	realizzazione
SO11.txt.pos	2	58	del
SO11.txt.pos	2	59	piano
SO11.txt.pos	2	60	,
SO11.txt.pos	2	61	ha
SO11.txt.pos	2	62	convocato
SO11.txt.pos	2	63	per
SO11.txt.pos	2	64	il
SO11.txt.pos	2	65	prossimo
SO11.txt.pos	2	66	7
SO11.txt.pos	2	67	ottobre
SO11.txt.pos	2	68	l'
SO11.txt.pos	2	69	assemblea
SO11.txt.pos	2	70	straordinaria
SO11.txt.pos	2	71	del
SO11.txt.pos	2	72	Rolo
SO11.txt.pos	2	73	Spa
SO11.txt.pos	2	74	(
SO11.txt.pos	2	75	l'
SO11.txt.pos	2	76	azienda
SO11.txt.pos	2	77	bancaria
SO11.txt.pos	2	78	interamente
SO11.txt.pos	2	79	controllata
SO11.txt.pos	2	80	dalla
SO11.txt.pos	2	81	holding
SO11.txt.pos	2	82	quotata
SO11.txt.pos	2	83	)
SO11.txt.pos	2	84	per
SO11.txt.pos	2	85	il
SO11.txt.pos	2	86	varo
SO11.txt.pos	2	87	del
SO11.txt.pos	2	88	prestito
SO11.txt.pos	2	89	obbligazionario
SO11.txt.pos	2	90	da
SO11.txt.pos	2	91	200
SO11.txt.pos	2	92	miliardi
SO11.txt.pos	2	93	,
SO11.txt.pos	2	94	studiato
SO11.txt.pos	2	95	per
SO11.txt.pos	2	96	finanziare
SO11.txt.pos	2	97	l'
SO11.txt.pos	2	98	acquisizione
SO11.txt.pos	2	99	del
SO11.txt.pos	2	100	10,00%
SO11.txt.pos	2	101	della
SO11.txt.pos	2	102	Carisbo
SO11.txt.pos	2	103	Spa
SO11.txt.pos	2	104	con
SO11.txt.pos	2	105	la
SO11.txt.pos	2	106	sottoscrizione
SO11.txt.pos	2	107	di
SO11.txt.pos	2	108	un
SO11.txt.pos	2	109	aumento
SO11.txt.pos	2	110	di
SO11.txt.pos	2	111	capitale
SO11.txt.pos	2	112	.
SO11.txt.pos	3	113	Sul
SO11.txt.pos	3	114	mercato
SO11.txt.pos	3	115	dei
SO11.txt.pos	3	116	blocchi
SO11.txt.pos	3	117	e'
SO11.txt.pos	3	118	intanto
SO11.txt.pos	3	119	transitato
SO11.txt.pos	3	120	ieri
SO11.txt.pos	3	121	-
SO11.txt.pos	3	122	sotto
SO11.txt.pos	3	123	tre
SO11.txt.pos	3	124	diversi
SO11.txt.pos	3	125	contratti
SO11.txt.pos	3	126	-
SO11.txt.pos	3	127	un
SO11.txt.pos	3	128	pacchetto
SO11.txt.pos	3	129	di
SO11.txt.pos	3	130	1,95
SO11.txt.pos	3	131	milioni
SO11.txt.pos	3	132	di
SO11.txt.pos	3	133	azioni
SO11.txt.pos	3	134	del
SO11.txt.pos	3	135	Rolo
SO11.txt.pos	3	136	(
SO11.txt.pos	3	137	quotato
SO11.txt.pos	3	138	al
SO11.txt.pos	3	139	Ristretto
SO11.txt.pos	3	140	)
SO11.txt.pos	3	141	pari
SO11.txt.pos	3	142	all'
SO11.txt.pos	3	143	1,00%
SO11.txt.pos	3	144	circa
SO11.txt.pos	3	145	del
SO11.txt.pos	3	146	capitale
SO11.txt.pos	3	147	.
SO11.txt.pos	4	148	Le
SO11.txt.pos	4	149	azioni
SO11.txt.pos	4	150	sono
SO11.txt.pos	4	151	state
SO11.txt.pos	4	152	trattate
SO11.txt.pos	4	153	al
SO11.txt.pos	4	154	prezzo
SO11.txt.pos	4	155	di
SO11.txt.pos	4	156	20860
SO11.txt.pos	4	157	lire
SO11.txt.pos	4	158	,
SO11.txt.pos	4	159	un
SO11.txt.pos	4	160	valore
SO11.txt.pos	4	161	superiore
SO11.txt.pos	4	162	alle
SO11.txt.pos	4	163	12800
SO11.txt.pos	4	164	lire
SO11.txt.pos	4	165	della
SO11.txt.pos	4	166	chiusura
SO11.txt.pos	4	167	al
SO11.txt.pos	4	168	listino
SO11.txt.pos	4	169	.
SO11.txt.pos	5	170	Il
SO11.txt.pos	5	171	controvalore
SO11.txt.pos	5	172	dell'
SO11.txt.pos	5	173	operazione
SO11.txt.pos	5	174	(
SO11.txt.pos	5	175	di
SO11.txt.pos	5	176	cui
SO11.txt.pos	5	177	non
SO11.txt.pos	5	178	e'
SO11.txt.pos	5	179	noto
SO11.txt.pos	5	180	il
SO11.txt.pos	5	181	venditore
SO11.txt.pos	5	182	,
SO11.txt.pos	5	183	anche
SO11.txt.pos	5	184	se
SO11.txt.pos	5	185	continuano
SO11.txt.pos	5	186	le
SO11.txt.pos	5	187	indiscrezioni
SO11.txt.pos	5	188	sul
SO11.txt.pos	5	189	progressivo
SO11.txt.pos	5	190	disimpegno
SO11.txt.pos	5	191	del
SO11.txt.pos	5	192	gruppo
SO11.txt.pos	5	193	De
SO11.txt.pos	5	194	Benedetti
SO11.txt.pos	5	195	)
SO11.txt.pos	5	196	e'
SO11.txt.pos	5	197	stato
SO11.txt.pos	5	198	di
SO11.txt.pos	5	199	una
SO11.txt.pos	5	200	quarantina
SO11.txt.pos	5	201	di
SO11.txt.pos	5	202	miliardi
SO11.txt.pos	5	203	.
SO11.txt.pos	6	204	Fonti
SO11.txt.pos	6	205	creditizie
SO11.txt.pos	6	206	hanno
SO11.txt.pos	6	207	confermato
SO11.txt.pos	6	208	che
SO11.txt.pos	6	209	l'
SO11.txt.pos	6	210	acquirente
SO11.txt.pos	6	211	e'
SO11.txt.pos	6	212	la
SO11.txt.pos	6	213	Carisbo
SO11.txt.pos	6	214	,
SO11.txt.pos	6	215	che
SO11.txt.pos	6	216	in
SO11.txt.pos	6	217	teoria
SO11.txt.pos	6	218	dovrebbe
SO11.txt.pos	6	219	accumulare
SO11.txt.pos	6	220	il
SO11.txt.pos	6	221	5,00%
SO11.txt.pos	6	222	del
SO11.txt.pos	6	223	Rolo
SO11.txt.pos	6	224	e
SO11.txt.pos	6	225	che
SO11.txt.pos	6	226	a
SO11.txt.pos	6	227	fine
SO11.txt.pos	6	228	agosto
SO11.txt.pos	6	229	aveva
SO11.txt.pos	6	230	gia'
SO11.txt.pos	6	231	rilevato
SO11.txt.pos	6	232	fuori
SO11.txt.pos	6	233	mercato
SO11.txt.pos	6	234	un
SO11.txt.pos	6	235	pacco
SO11.txt.pos	6	236	dello
SO11.txt.pos	6	237	0,65
SO11.txt.pos	6	238	per
SO11.txt.pos	6	239	cento
SO11.txt.pos	6	240	.
SO11.txt.pos	7	241	La
